model,alpha,userId,num_truth,num_recommended,num_matched,precision@10,recall@10,hit_rate@10
HYBRID,0.6,123634,6,10,0,0.0,0.0,0.0
HYBRID,0.6,36896,6,10,2,0.2,0.3333333333333333,1.0
HYBRID,0.6,106329,42,10,4,0.4,0.09523809523809523,1.0
HYBRID,0.6,145971,4,10,0,0.0,0.0,0.0
HYBRID,0.6,110987,2,10,0,0.0,0.0,0.0
HYBRID,0.6,59600,20,10,0,0.0,0.0,0.0
HYBRID,0.6,72432,1,10,0,0.0,0.0,0.0
HYBRID,0.6,75256,24,10,2,0.2,0.08333333333333333,1.0
HYBRID,0.6,150555,34,10,2,0.2,0.058823529411764705,1.0
HYBRID,0.6,83391,5,10,0,0.0,0.0,0.0
HYBRID,0.6,119507,14,10,0,0.0,0.0,0.0
HYBRID,0.6,120775,4,10,0,0.0,0.0,0.0
HYBRID,0.6,65391,13,10,0,0.0,0.0,0.0
HYBRID,0.6,60265,30,10,1,0.1,0.03333333333333333,1.0
HYBRID,0.6,125701,4,10,1,0.1,0.25,1.0
HYBRID,0.6,12431,3,10,0,0.0,0.0,0.0
HYBRID,0.6,103496,3,10,0,0.0,0.0,0.0
HYBRID,0.6,110924,3,10,2,0.2,0.6666666666666666,1.0
HYBRID,0.6,134452,6,10,1,0.1,0.16666666666666666,1.0
HYBRID,0.6,13994,22,10,3,0.3,0.13636363636363635,1.0
HYBRID,0.6,44982,5,10,0,0.0,0.0,0.0
HYBRID,0.6,15836,4,10,3,0.3,0.75,1.0
HYBRID,0.6,157726,2,10,0,0.0,0.0,0.0
HYBRID,0.6,123162,4,10,0,0.0,0.0,0.0
HYBRID,0.6,7137,30,10,0,0.0,0.0,0.0
HYBRID,0.6,139445,3,10,0,0.0,0.0,0.0
HYBRID,0.6,113816,7,10,0,0.0,0.0,0.0
HYBRID,0.6,70749,3,10,1,0.1,0.3333333333333333,1.0
HYBRID,0.6,139420,4,10,0,0.0,0.0,0.0
HYBRID,0.6,31652,3,10,0,0.0,0.0,0.0
HYBRID,0.6,59147,1,10,0,0.0,0.0,0.0
HYBRID,0.6,10399,4,10,0,0.0,0.0,0.0
HYBRID,0.6,15324,2,10,0,0.0,0.0,0.0
HYBRID,0.6,81308,17,10,0,0.0,0.0,0.0
HYBRID,0.6,158490,25,10,0,0.0,0.0,0.0
HYBRID,0.6,71303,14,10,0,0.0,0.0,0.0
HYBRID,0.6,50797,39,10,0,0.0,0.0,0.0
HYBRID,0.6,130776,10,10,1,0.1,0.1,1.0
HYBRID,0.6,102626,38,10,0,0.0,0.0,0.0
HYBRID,0.6,110145,10,10,0,0.0,0.0,0.0
HYBRID,0.6,76332,8,10,1,0.1,0.125,1.0
HYBRID,0.6,126956,4,10,0,0.0,0.0,0.0
HYBRID,0.6,66770,3,10,1,0.1,0.3333333333333333,1.0
HYBRID,0.6,57624,3,10,0,0.0,0.0,0.0
HYBRID,0.6,121001,15,10,1,0.1,0.06666666666666667,1.0
HYBRID,0.6,21159,33,10,0,0.0,0.0,0.0
HYBRID,0.6,111552,4,10,0,0.0,0.0,0.0
HYBRID,0.6,53676,4,10,3,0.3,0.75,1.0
HYBRID,0.6,14528,5,10,0,0.0,0.0,0.0
HYBRID,0.6,91753,16,10,2,0.2,0.125,1.0
HYBRID,0.6,73190,5,10,0,0.0,0.0,0.0
HYBRID,0.6,135317,12,10,0,0.0,0.0,0.0
